id,new,title,description,summary,keywords,platforms,copying-policy,sha
boom,,Boom,Un portage GPL du code source de Doom,Un portage GPL du code source de Doom. EmpaquetÇ avec FreeDoom pour une expÇrience de jeu compläte.,"doom,boom,freedoom",DOS,"Licence publique gÇnÇrale GNU, version 2",2535cd8878ee776c4055e0b361f16a0447b69612596942b2b26ecb5b98cde827
bootfix,,Bootfix,Outil de rÇparation du secteur d'amoráage.,Bootfix est un outil pour tester et rÇparer le secteur d'amoráage.,"Bootfix, amoráage, secteur, mbr, disque",DOS,"Licence publique gÇnÇrale GNU, version 2",63139a5ac66c8ad9603643062e62e398a5f7561bb794db8c80854fb6bb2627a7
bsum,,BSUM,Calculer les sommes de contrìles BSD des fichiers,bsum est un petit outil (256 octets !) qui calcule les sommes de contrìle  BSD des fichiers.,dos,DOS,Licence BSD,ea4e3048965b03be175eaf737323cf308c37ea44ecbe41f1e79f0940bf9d684e
bwbasic,,Bywater BASIC,L'interprÇteur BASIC Bywater,"L'interprÇteur BASIC de Bywater (bwBASIC) implÇmente un grand ensemble de la norme ANSI pour le BASIC minimal (X3.60-1978) et un sous-ensemble significatif de la norme ANSI pour le BASIC complet (X3.113-1987), ainsi que de nombreux dialectes BASIC classique en C. (Utilise l'extension DOS CauseWay du domaine public)","basic, quickbasic, qbasic",DOS,"Licence publique gÇnÇrale GNU, version 2",07a8bcd91f570c6d73fd35604fb1d7797eb945fbd4e416067bad60a04011cccf
bz2,,BZIP2,Programme de compression BZIP2,Le programme de compression BZIP2.,"bzip, bunzip, zip, unzip, compresseur","DOS, FreeDOS, Linux, Windows","Open Source, cf. license.txt",298ede87baddf4e6a2261f69f4931167bcc02d5f7b68f7258d500149f2b22554
cabext,,CABExtract,Extraire des fichiers de divers formats CAB,CABExtract peut extraire des fichiers de divers formats Microsoft CAB.,"cab, compressÇ, archive",DOS,"Licence publique gÇnÇrale GNU, version 3",92a3f403c45e38ec650947458aae032e0083c8de3754d059f04509ee1fcf3dd2
cal,,cal,"Programme de calendrier, similaire au 'cal' sur UNIX","Programme de calendrier, similaire au  programme UNIX 'cal'",freedos,dos,Freeware avec le code source,25b5c67f87aa5b5ffbc2b4a426cae9e87b192ac1db4b22d618f345d0dcbd65d4
callver,,Callver,DÇfinir la version de DOS pour un programme,DÇfinir la version de DOS lors de l'exÇcution d'un programme.,Dos FreeDOS setver dosver callver version,DOS (nasm),Domaine public,079d06c6ffb40b4618cbe878b5e2d0e20887a4330fd83b3ff7d65c2bfbeff509
cdp,,CDP,Lecteur de CD audio pilotÇ par la ligne de commande,Lecteur de CD audio pilotÇ par la ligne de commande.,"cdp, audio, cd-rom","DOS, FreeDOS",Freeware,7ee2e0af1c607ce4266ce0ae54b548e2d7c07428690cd740a4cd0a2e40b71d4a
cdrcache,,cdrcache,Tampon de lecture pour un lecteur,"Tampon CD-ROM, met en mÇmoire tampon la lecture pour un lecteur, XMS, 386 ou supÇrieur.","cache, freedos, smartdrv, cd-rom",,"Licence publique gÇnÇrale GNU, version 2",2ddc611635e05f254fae9ba59edbcbdaf9a003724cb89a2886fe5306fa3214da
cdrom2ui,,cdrom2ui,Utilitaires basiques de lecteur CD-ROM,"Petit outil pour Çjecter, fermer un morceau, verrouiller, enlever le verrou ou remettre Ö zÇro tout CD-ROM, sÇlectionnÇ par la lettre du lecteur.","freedos, cd-rom",,"Licence publique gÇnÇrale GNU,  version 2",07fef5b368213e066d25e1b758a03e09b7b83efb00f7ec4260b206d69d8e00e8
chkdsk,,CHKDSK,VÇrifier le disque pour des erreurs,VÇrifier le disque pour des erreurs.,VÇrifier les erreurs de disque,"DOS, FreeDOS","Licence publique gÇnÇrale GNU, version 2",d565f42cb47ff84b5ab4ed5974412333e825adfa984d2d9b05b86b4cc6dca8c8
choice,,choice,PrÇsenter un choix et attendre,PrÇsenter un choix Ö l'utilisateur et attendre l'appui d'une touche,freedos,DOS **nÇcessite KITTEN,"GNU General Public License, Version 2",8e42bf05e8b5b63475671633739cf44a0bb5ea6de4dc64bdc0c5df52287d42e1
clamav,,Clam Anti-Virus (ClamAV),Analyser pour des virus,ClamAV analyse les fichiers et rÇpertoires Ö la recherche de virus.,"clamav, av, anti-virus, virus","Unix, Windows, BeOS, DOS","Licence publique gÇnÇrale GNU, version 2",6584cabb8c9a02a21fe79a86d93a2dc08d8a9b2d2560301bc18266e55156a9c6
clamdb,,Clam Anti-Virus Database,La base de donnÇes virale pour ClamAV,La base de donnÇes virale pour ClamAV.,"clamav, av, anti-virus, virus, db, base de donnÇes",IndÇpendent de la plate-forme,"Licence publique gÇnÇrale GNU, version 2",36ef506a2418bd4199abf2e8360bc6804f532f088d9fd6264181b3d0777bf81d
comp,,COMP,Comparer des fichiers et afficher les diffÇrences,Comparer des fichiers et afficher leurs diffÇrences.,"comparer, comp, comparaison de fichiers","DOS, FreeDOS",Licence MIT,f70c6cc080860ac5dff2851ceb9bcf2219f6625ae2339993ad00e361eb98d25b
compute,,COMPUTE,Calcule une expression mathÇmatique donnÇe,,"freedos, expression, analyseur, math, calculer",freedos,GNU GPL,ab0d970b964554050d8c41f997db6914bc3e9c87bb6e6df0cbe2f6f3bca284e0
cpidos,,CPI (Code Page Information) Package,Pages de code DOS de type DISPLAY,"Paquet du type DISPLAY, fichiers CPI compressÇs avec UPX avec diverses pages de codes DOS.","display, codepage, page de code, cp, page de code dos, dos cp, jeu de caractäres",FreeDOS,"Licence publique gÇnÇrale GNU, version 2",e1404044d85fa1e9c30dfd1853909ac84b6a87e6c89f788413cd13b2bb1d133d
cpied,,cpied,êditeur de polices CPI pilotÇ par GUI,Un Çditeur de polices CPI pilotÇ par interface graphique,"cpi,cpx,police,Çditeur",DOS,"Licence publique gÇnÇrale GNU, version 3",b76413376ff5f52754a856e073a3d86fec002c0cd506eeffa26c63e4c9f39eba
cpp2ccmt,,cpp2ccmt,Convertisseur de commentaires C++ vers C,Un convertisseur de commentaires du C++ vers C.,commentaires,DOS,"Licence publique gÇnÇrale limitÇe GNU, version 2.1",89225d319353e73b986f6400a58bbe82bf51a66a279d190ac25e75f631dfe5e0
crynwr,,Crynwr,Collection de pilotes de paquets libres,Une collection de pilotes de paquets libres de l'entreprise Crynwr.,paquet,DOS,Logiciel libre,60a1fdde3aa6b7980f2afb3555931567fcd4234e24607e91a3f04d3b05fea386
ctmouse,,CTMouse,Le pilote de souris pour FreeDOS,,"Souris, roulette",FreeDOS,"Licence publique gÇnÇrale GNU, version 2",d6b7db9a8ea5ed62ab3dc7ece379f13984f7d8d122bb28c2afe0d5fedc34203e
curl,,cURL,Outil en ligne de commande de transfert des donnÇes,Curl est un outil en ligne de commande pour transfÇrer des donnÇes spÇcifiÇes avec la syntaxe de l'URL.,"freedos, curl",FreeDOS,Logiciel libre,0b6a186b67c256ff378ed39aff811d970df58e3947cdc91f776b94ad11936d81
cwsdpmi,,CWSDPMI,Extension DOS DPMI 32 bits,Extension DOS DPMI 32 bits conáue pour DJGPP.,"extenseur, DPMI, DJGPP","DOS, FreeDOS","Licence publique gÇnÇrale GNU, version 2",fdf2ffd9372401482a514d033690cb1585105710d23be35c6769e3dffdf0534f
daa2iso,,DAA2ISO,Outil pour convertir les images DAA et GBI,Outil pour convertir les images DAA et GBI simples et en plusieurs parties au format ISO d'origine.,"daa2iso,poweriso",DOS,"Licence publique gÇnÇrale GNU, version 2",c75c77cd36d13d5dd784c559599c9afa79e8026a791e4eef7fde424ba91b3309
debug,,DEBUG,Outil pour tester et Çditer les programmes,Un outil pour tester et Çditer les programmes,"debug, dÇbogueur, dÇbogueur DPMI,  dÇbogueur 32bits,  dÇbogueur noyau","DOS (assemble with NASM), FreeDOS",Licence MIT,b680d86cb6cd92e051c42ef942bff0818c1058d8825e9d27731f0386b72d646e
defrag,,Defrag,Utilitaire de dÇfragmentation,Utilitaire de dÇfragmentation.,dÇfragmenteur,FreeDOS,"Licence publique gÇnÇrale GNU, version 2",6e1d46eaed56012a97e9f6f07fad4aab9edf2e95d7bbf15f23d5b7c045d6cecf
deltree,,DELTREE,Supprimer des fichiers et des rÇpertoires,Supprimer des fichiers et des rÇpertoires avec tous les fichiers et sous-rÇpertoires inclus.,"freedos, effacer,arborescence","DOS, FreeDOS","Licence publique gÇnÇrale GNU, version 2",4328bdb74bc0c2048076deb500055b2965c852125b1dac04a6903fc5cf0b0165
devload,,devload,Charger des pilotes depuis la ligne de commande,"Programme en ligne de commande de chargement de pilote de pÇriphÇriques, prend en charge les UMB (Upper Memory Blocks).","Ligne de commande, lecteur, pilote, charger, ctload, devload","DOS, NASM, FreeDOS","Licence publique gÇnÇrale GNU, version 2",356cc7e0701294d41906b34bd24fdee8908b19c0053943938ef28830cdae281b
dialog,,Dialog,Afficher les boåtes de dialogue dans les scripts shell,,"dialogue, curses","DOS, Unix, Windows, Curses, GTK","Licence publique gÇnÇrale GNU, version 2",960daaa1520f74dc26f56251b7360118063361dcde049d7d6bbc1b214ad3f46b
dillo,,Dillo,Navigateur Web connu pour sa rapiditÇ et son empreinte mÇmoire limitÇe,Un navigateur Web graphique connu pour sa rapiditÇ et son empreinte mÇmoire limitÇe.,"dillo, web, www, navigateur",DOS,"Licence publique gÇnÇrale GNU, version 2",f174f9e06f872f8d6ed2e381c605b333ed344a415dd875a779aabdcc29e639dd
diskcomp,,DISKCOMP,Utilitaire de comparaison de disques,,"diskcomp, comparer, disques","DOS, FreeDOS","Licence publique gÇnÇrale GNU, version 2",e1c032e84f8f5437533b7d61d966eded91f4e269f6c8209d093d5975710acfc5
diskcopy,,DiskCopy,Copier un disque ou un fichier d'image sur un autre disque,Copier un disque ou un fichier d'image sur un autre disque,"Freedos, disque, diskcopy, copier","DOS, FreeDOS","Licence publique gÇnÇrale GNU, version 2",b6c5163c1fbc2438060b2a31f7e71dcb0060663befa627ed02f7de5260807dd4
display,,DISPLAY,Pilote pour la gestion des pages de code,Pilote FreeDOS pour la gestion des pages de code (Çcran ou imprimante),"affichage, ega, vga, nls, cpi, cpx","DOS, FreeDOS","Licence publique gÇnÇrale GNU, version 2",0343e67efe35a954af07132ffe83429d4cb67ed5be12916d459650b7e9d01bf8
dj_alego,,DJGPP Allegro library,Bibliothäque DJGPP Allegro pour dÇvelopper des jeux,,"allegro, jeux, bibliothäque",,GPLv2,42be2f47a4737b85e8a53a08f3d7d1f8db1ee217740bbcf3316883b17583146d
dj_bin,,DJGPP binutils,"DJGPP binutils : linker, assembleur, etc.","DJGPP binutils: linker, assembler, etc...","gcc, make, compiler, c, djgpp",DOS,GNU General Public License,b8e19c475e29a05fbde9d5cda881a70e2ca83c8be608eb3ac2bb755356afeab8
dj_bison,,DJGPP Bison,DJGPP Bison (un gÇnÇrateur d'analyseur compatible avec YACC),,"bison, djgpp",DOS,GNU General Public License,8cfbeb9099258f245a15798df519bf8a3e36df08701f7489a721c05d9e0c68b0
dj_faq,,DJGPP FAQ,Documentation FAQ de DJGPP,,"gcc, faq, make, compilateur, c, djgpp",DOS,GNU General Public License,47d2f10c3519442d546b2131d2bf525f5907a7800fcba145b077dca6755773ef
dj_flex,,DJGPP Flex,DJGPP Flex (gÇnÇrateur d'analyseur lexical rapide),,"flex, djgpp",DOS,GNU General Public License,55f6e5d7b24886ae41cad3ab9d9081f885a13b96f9980ff9950636d4918955a4
dj_gcc,,DJGPP.GCC,DJGPPP GCC (compilateur C),,"gcc, compiler, c, djgpp",DOS,?,6cad36c38d8b4068cde5378ee69471f0de49c799d8196e7d6df15f07a97d3326
dj_gdb,,DJGPP GDB,DÇbogueur DJGPP (GDB),,"gcc, gdb, djgpp",DOS,GNU General Public License,ee58299a499d8460ef649f3ed7d412e35e48985eeab88a5af9dc2f1a514b8802
dj_gpp,,DJGPP GPP,DJGPP GPP (compilateur C++),,"compiler, cpp, gpp, djgpp",DOS,GNU General Public License,f526ccfc1f8535c6483cc4e6d3179063fdb0b80dc89b9c5e16fea2ceebb59b2b
dj_gsrc,,GCC source code,Source pour le compilateur de langages de programmation dans GCC,,"gcc, source","Dos,Linux","GPL (Gnu Public License), v2 and v3",6f107fed51425045a60aa9267aec001b2762e0ecc7658358b478e7680ea7d175
dj_make,,DJGPP make,DJGPP make,,"gcc, make, compilateur, c, djgpp",DOS,GNU General Public License,fbbee91c66eaf7ce2eb492ae88e5efb4c59ef3c227f0a6892403fb1fa288e884
dj_objc,,DJGPP Objective-C compiler,Compilateur Objective-C DJGPP,,"gcc, objective-c, compilateur, djgpp",DOS,GNU General Public License,b95855a383edcec65c12af65dbf603c791cebc7433b1d5e7e10b8feab4dbc5cb
dj_rhide,,DJGPP RHIDE,êditeur DJGPP RHIDE,,"rhide, djgpp",DOS,GNU General Public License,c26672ab55e0775ca5e00c5bee9069bcdfc90517a3c99a1e76d17a44c1af05a0
dj_txinf,,DJGPP Texinfo,DJGPP Texinfo (visionneur de fichiers info),,"texinfo, djgpp",DOS,GNU General Public License,c3d992d710ede1e1ab08194008bc0cd1c787c39f3d4b402d295583d775cceabc
dj_watcp,,DJGPP WATTCP,Bibliothäque DJGPP Watt-32 TCP/IP,,"net,tcp,tcp/ip",DOS,GNU General Public License,35c843a2adcabdd8d7384cefa1f03285331d2f0cca3165cb7ecba8d8715a6bad
dj_zlib,,DJGPP zip library (ZLIB),Bibliothäque pour manipuler les fichiers zip,,"zip, zlib, djgpp",DOS,GNU General Public License,91d2506330d262e7d789b5baecb870edd46f2f6c41ad407f0b4c9d77056f1e6d
djgpp,,DJGPP,Environnement DJGPP,,"gcc, compilateur, c, djgpp",DOS,"Licence publique gÇnÇrale GNU, version 2",bd3920d89c9a8a5bb57bc86a87c979e41fe5586cc1546b55eb6c4deec5aa1c04
dn2,,DOS Navigator 2,Gestionnaire de fichiers avec de multiples fonctionnalitÇs,DOS Navigator 2 OpenSource est un gestionnaire de fichiers orthodoxe qui prend en charge diverses fonction de gestion de fichiers et de rÇpertoires.,"navigateur dos, norton commander",DOS,"Logiciel libre, similaire Ö une licence BSD",65318053f04044538dc6332c31e0372fbbbba938c45a3aa5d4040cb6a6153cb5
dog,,DOG,Un shell command.com alternatif,Un shell command.com alternatif.,"commande, shell","DOS (Turbo C++ 1.01, ASM), FreeDOS","Licence publique gÇnÇrale GNU, version 2",ba35e4c136c8e084ff800d57579ab39f9c260cc1c246058e58065d44b4acf5d7
dojs,,DOjS,Une toile JavaScript pour DOS avec du son,"DOjS est une toile compatible JavaScript avec prise en charge du son WAV et MIDI. DOjS s'exÇcute dans Dosbox et sur du matÇriel rÇel ou une machine virtuelle avec MS-DOS, FreeDOS ou tout Windows basÇ sur DOS comme Windows 95/98/ME. Si vous l'exÇcutez sur du vrai matÇriel, vous aurez besoin d'au moins un 80386 avec 4 Mo. Je recommande une machine de classe Pentium (> = 100 MHz) avec au moins 32 Mo de RAM.","java, JavaScript",DOS,"Licences diverses, cf. le fichier LICENSE",8d1ee9ee7e223a5f85efd64b49787d443c50f15d1561ea4fdb1e6f80b0e99280
dos32a,,DOS/32A,DOS/32A est un extenseur DOS,DOS/32A est un extenseur DOS.,"7-zip, 7z, 7za, gestionnaire d'archives",DOS,"Logiciel libre, similaire Ö une licence BSD",dbd2dc7e0a1f21cda807b4326090cde43d20bdc90431cc298071d78a267e65a1
dosdef,,DOS Defender,DOS Defender est un jeu de tir 2D en mode rÇel x86,"DOS Defender est un jeu de tir 2D en mode rÇel x86. Comme peu de machines DOS existent encore, la plate-forme cible est en fait DOSBox, mais le jeu devrait fonctionner dans une certaine mesure sur d'autres machines virtuelles. Il peut àtre jouÇ avec une souris mais il est destinÇ Ö àtre jouÇ avec un manette.",jeux,DOS,Domaine public,860f938ca38a5eb03fec1a5c2b570cf8b96b0f489ba7c5f9fdf9700d86abd308
dosfsck,,DOSFSCK,VÇrifier la cohÇrence du systäme de fichiers,VÇrifie la cohÇrence de systämes de fichiers DOS et essaye rÇparer les erreurs,"scandisk,chkdsk",DOS,"Licence publique gÇnÇrale GNU, version 2",5b4ee84cf3621321c223e5d0ab64b4a83f542d04cdf5d3e4058b42820650754d
doshexed,,DOSHEXED,êditeur et visionneur hexadÇcimal,,êditeur hexadÇcimal visionneur dÇboguer,DOS,"Licence publique gÇnÇrale GNU, version 3",8b0821174b7f013912a13f9a8f81b1bf4fc61d8c2ade7b67f599e1f56e829ee1
doslfn,,DOSLFN,Fournit l'API de noms de fichier longs (LFN),Fournit l'API de noms de fichier longs (LFN) sous DOS (sans Windows). Cette version nÇcessite SHSUCDX pour la prise en charge des CD-ROM.,"Noms de fichier longs, lfn",dos (386+),Freeware avec le code source,dad37b3e23fd1c3ccef7237af37a8772648d96694f07c0f65b1c208018d2dc4f
dosmid,,DOSMid,Lecteur MIDI pour de nombreux synthÇtiseurs,"DOSMid est un lecteur MIDI et MUS pour DOS (AWE, MPU-401, OPL...). C'est une application en mode rÇel conáue pour fonctionner sur des configurations matÇrielles träs modestes. Il lit les fichiers MIDI standard, ainsi que les fichiers MIDI en RIFF (c'est-Ö-dire RMID) et MUS (utilisÇs par Id Software dans de nombreux jeux tels que Doom, Heretic, Hexen, etc.).","midi,mus,rmid,lecteur",DOS,Licence BSD simplifiÇe (Ö 2 clauses),11bf156b358c8bd88cddc3348ff39bdb34f63c200b59e9a89052055a3e8945db
dosutil,,DOSUTIL,Collection de petits utilitaires pour les fichiers batch,Une  collection de petits utilitaires pour les fichiers batch,DOSUTILS SCRDUMP,,"Licence publique de l'Union EuropÇenne, v1.1",1ab90002220110f005f3b82b1314bac715916790a9b8a625a78b1c7e69724e5e
dosview,,DosView,Visionneur/convertisseur pour les formats d'images modernes,"DosView peut afficher et convertir des images. Les formats pris en charge sont BMP, PCX, TGA, LBM, QOI, JPG, PNG, WEBP, TIFF, JPEG 2000, PBM, PPM, RAS, GIF, PSD, HDR, PIC","java, JavaScript",DOS,"Various Licenses, See LICENSE file",8fd9f410fc38dd8e793c552a3a1a9e57a22489c23ef24ee4385cf5d5db05309b
doszip,,Doszip Commander,Petit gestionnaire de fichiers compatible LFN avec un gestionnaire zip intÇgrÇ.,Petit gestionnaire de fichiers compatible LFN avec un gestionnaire zip intÇgrÇ. CompilÇ avec JWasm et OpenWatcom. Comprend toutes les sources pour DOS et Windows,DOS FreeDOS,DOS WIN32,"Licence publique gÇnÇrale GNU, version 2",20ef426ffb2f8f1f02c1c1c35eb71d7e4a1a2a3f6b4e65ba7af3c40ca947270e
drmind,,Dr. Mind,Dr. Mind est une adaptation PC du jeu de plateau Mastermind (TM).,"Dr. Mind est une adaptation de PC d'un jeu de sociÇtÇ bien connu. L'ordinateur gÇnäre un code de couleur secräte et le lecteur doit comprendre le motif exact dans les 8 tours. Apräs chaque tour, l'ordinateur fournit des indices sur le nombre de couleurs correspondant Ö la solution. Le jeu prÇsente un ensemble de 24 images qui sont initialement rendues floues - chaque fois que vous trouvez une combinaison de code valide, vous àtes rÇcompensÇ par une image. Ce jeu est publiÇ sous la licence CC BY-ND 4.0, qui est Ö peu präs Çquivalente Ö Freeware avec code source. (empaquetÇ pour FreeDos)","mind,mastermind,jeux",DOS,Licence Creative Commons Attribution - Pas de Modification 4.0 International,fda8bf13a1e86288056a0d0dc13443fbf3213705db7978406d4fb8c50794189d
du,,DU,"Afficher l'utilisation du disque, comme UNIX 'du'","Afficher l'utilisation du disque, comme UNIX 'du'","du, afficher l'utilisation du disque","DOS, FreeDOS","Licence publique gÇnÇrale GNU, version 2",c0054daaf75f98cc24c07aff246d28b37ba345a644d77da180e412b39f170207
dwol,,DWOL,Calculer et envoyer les paquets 'wake-on-lan',Petit utilitaire qui calcule et envoie les paquets 'wake-on-lan',dos rÇseau,DOS,Licence MIT,25892eaad3a81679f678643b75cfb8d6dc53661a52f14f732512fa62cdd78a7a
dzemm,,DZEMM,Gestionnaire de mÇmoire Çtendue Doszip (EMM),,DOS FreeDOS EMS XMS EMM,DOS WIN32,"Licence publique gÇnÇrale GNU, version 2",a7e352ca0543580dbb9d827a6c78764fbe8cfcb9dfc5371535f994e2aa803cd3
e1000pkt,,E1000PKT,Pilote de paquets pour Intel(R) PRO/1000,"Pilote de paquets pour les adaptateurs Intel(R) PRO/1000, par exemple les contrìleurs Ethernet basÇs sur 82544, 82540, 82545, 82541, et 82547.","82544, 82540, 82545, 82541, 82547, GIGPKTDRVR, Pilote de paquets Gigabit",DOS,"Licence publique gÇnÇrale GNU, version 2",758a57e81c13d45ab1ccb4a15ef0cd1f3dfe497d7ba3725cd8784b453d13c61f
e100pkt,,E100PKT,Pilote de paquets pour DOS,,"net, ethernet, paquet, pilote, e100, intel",DOS (NASM),"Licence publique gÇnÇrale GNU, version 3",ba36bd9db6c02db960b398bbe8c3d5a394e5091412e3d4561c16eb3c1ee7c3d8
e3,,e3,Petit Çditeur de texte disponible en 32 et 16 bits,Un petit Çditeur de texte disponible en 32 et 16 bits,êditeur hexadÇcimal visionneur dÇboguer,DOS,"Licence publique gÇnÇrale GNU, version 2",4be247ff8e323806e1cb874b4ca7b9afc3e1db3863c63ad274c651cb93e2857e
edict,,EDICT,CrÇer des images des disquettes problÇmatiques,Enhanced Disk Image Creation Tool - Outil de crÇation d'image disque amÇliorÇ - utilitaire de crÇation d'image disque pour les disquettes prÇsentant des problämes,dos 16 bits,DOS,Licence BSD simplifiÇe (Ö 2 clauses),079da193dc471401a9562908dda313cad432aa3caf7ee3faba8d758b4e8984f2
edit,,FreeDOS Edit,L'Çditeur de texte de FreeDOS,L'Çditeur de texte de FreeDOS.,êditer êditeur,DOS (Borland C),"Licence publique gÇnÇrale GNU, version 2",a7a4e642734e65f2eaca2fca651a6d3cd8af715f907e47bad70cb1009d3d5176
edlin,,EDLIN,L'Çditeur de lignes standard de FreeDOS,Le programme edlin est l'Çditeur de lignes standard de FreeDOS. (compressÇ avec UPX),"Çditer, Çditeur, Çditeur de lignes","DOS (Microsoft Visual C++ en mode C, Borland C++), FreeDOS, OpenWatcom, Linux (gcc)","Licence publique gÇnÇrale GNU, version 2",ae5774b607b6d390ce62c4407dcef5a3dd095c7b7c794b8b539791a8d823c514
eliza,,Eliza,L'une des premiäres IA de robot de discussion,L'une des premiäres IA de robot de discussion,,DOS,Domaine public,856f70903df19d406a2ee9aaac63ebb41826352efc5e551fce27358b13c58c68
eltorito,,ElTorito,Paquet simple pour le pilote CD SysLinux ElTorito.,,,DOS,"GNU General Public License, Version 2",8054d580df67abd456541672285c07a0aaf666b6a4dbcc7bb59001169f146c2f
elvis,,elvis,"Une version de vi/ex, l'Çditeur UNIX","Une version de vi/ex, l'Çditeur standard UNIX. Supporte presque toutes les commandes vi/ex","vi, Çditeur",,Licence artistique clarifiÇe,6107d879794e2e2979dc5e701cc63c38540767f7ccc6407c14571c054e51f78b
empong,,Emeritus Pong,Un clone du bon vieux jeu 'Pong'.,Emeritus Pong est un clone du bon vieux jeu 'Pong'.,"Pong, Jeux",DOS,"Licence publique gÇnÇrale GNU, version 3",a25ef6ee9fc12eaff8bd65f406e162d49a3d1d69b0a270414792985c576f1d46
etherdfs,,ETHERDFS,Systäme de fichiers DOS Ethernet,"EtherDFS est un TSR Æ systäme de fichiers installable Ø pour DOS. Il mappe un lecteur d'un ordinateur distant (gÇnÇralement basÇ sur GNU/Linux) Ö une lettre de lecteur local, en utilisant des trames Ethernet brutes pour communiquer.",etherdfs,DOS,Licence MIT,051deb3d0ed49f3223af6cc883149219dbde1e6152d00460a0e6aede14e5c364
ethtools,,ETHTOOLS,Outils de diagnostic pour rÇseaux Ethernet,"Une collection d'outils de diagnostic pour les rÇseaux Ethernet. CompilÇ avec la pile WatTCP. Comprend ETHWHAT, WWWATCH, ETHSEND, ETHDUMP, ETHWATCH, ETHSHOW",ethtools,DOS,EUPL v1.1,8eaebf27bea97055a93e8f03b81f5a4fae5e1236be73d9a733c6729483bd2c0a
euphoria,,Euphoria,L'interprÇteur/compilateur Euphoria,,euphoria,DOS,Licence MIT modifiÇe,4ed9a4c108e5c4c7dd22e0d01598ab2e3e45b184c2bc74608c15995fe102ea0e
ev4de,,EV4DE,Piloter un vaisseau dans l'espace et Çviter les astÇroãdes,"EV4DE est un jeu  qui consiste Ö piloter un vaisseau dans l'espace et Ö Çviter les astÇroãdes. Jouez avec trois diffÇrents modes, dÇbloquez des vaisseaux supplÇmentaires, obtenez le meilleur score ! Il est possible de jouer Ö EV4DE avec le clavier, mais je recommande fortement l'utilisation d'une manette.",jeux,DOS,"Licence publique gÇnÇrale GNU, version 3",f8f8516c58878596f1ff67a13646d39d5756acda73641a5e9748e4adbc4d987d
ewsnake,,EW Snake,Un clone du jeu classique de serpent,Un clone du jeu classique de serpent pour DOS.,"serpent, nibble",DOS,"Licence publique gÇnÇrale GNU, version 2",334c300a6e82a0aa6373cea2be8fc0dfc94f8629379f6506b00b260bd9382fec
exe2bin,,exe2bin,Convertir un fichier exe au format bin,,freedos,dos,"Sybase Open Watcom Public License, Version 1.0",252718b072b094be2ce877f92bd6616bbf4c9f4beb1f8bdcf2ea7c88ab43c6fb
fasm,,flat assembler (fasm),Assembleur 80x86 rapide mais puissant,"L'assembleur flat (en abrÇgÇ Fasm) est un assembleur rapide pour les systämes d'exploitation DOS, Windows et GNU/Linux. Il a ÇtÇ conáu principalement pour l'assemblage d'instructions x86 et prend en charge les jeux d'instructions x86 et x86-64 avec MMX, 3DNow !, SSE jusqu'aux extensions SSE4, AVX, AVX2, XOP et AVX-512 et peut produire des sorties au format binaire simple, MZ , Format PE, COFF ou ELF. Il inclut le support de macroinstruction puissant mais facile Ö utiliser et effectue plusieurs passes pour optimiser la taille des codes d'instruction. L'assembleur flat est auto-hÇbergÇ et le code source complet est inclus.","assembleur, asm, fasm",DOS,Licence BSD modifiÇe (Ö 2 clauses),8a21270007a062d4564a28e9e05d6a1cdde13184b77e0a8290c867e6467b34fd
fbc,,FreeBASIC,"FreeBASIC, un compilateur BASIC 32 bits",,"basic, compilateur","DOS, Windows, Linux","Licence publique gÇnÇrale GNU, version 2",041ea6de208f796fc378e465f866ef9a43e714916d9cc82f32fb836ea27e52f0
fbc_help,,FreeBASIC help files,Systäme d'aide pour le compilateur FreeBASIC,,"basic, aide, compilateur","DOS, Windows, Linux","Licence de documentation libre GNU, version 1.3",813bb2e8f70429c255133898f5e413e125b54bd40817ae4e6b74b19457ecb6c8
fc,,fc,Utilitaire de comparaison de fichiers,,"freedos, fichier, comparer, fc",dos (C) *** utilise FreeDOS kitten,"Licence publique gÇnÇrale GNU, version 2",bfca673575e25e66fcc3fe5a094fa80b29fd9bdfe6de9ccecb911937224c2a1f
fdapm,,FDAPM,Outil de gestion d'Çnergie avancÇ,"Contrìle/information APM/ACPI, contrìle de TSR/Çconomie d'Çnergie, vidage du tampon, redÇmarrage et plus encore.","APM, ACPI, alimentation, batterie, Çconomie d'Çnergie, ralentissement, Çcran dpms, redÇmarrage, arràt",DOS (nasm),"Licence publique gÇnÇrale GNU, version 2",21812a362a45ec1c06cfb10496c15cda0de7230851ff3502c8f1bfb5ca669349
fdbanner,,FDBanner,Afficher une banniäre FreeDOS en mode texte,Programme träs lÇger et simple pour afficher une banniäre FreeDOS en mode texte.,dos 16 bits,DOS,Licence MIT,a5976f85002e1c52e7bb5644e241c93beb328015f8a1a6ebb6c51aee40d67bbd
fdhelper,,FreeDOS Helpers,Fichiers batch pour effectuer diverses tÉches,"Programmes batch pour effectuer des tÉches. Comme le message 'Bienvenue Ö FreeDOS', initialisation de CD/DVD-ROM et davantage encore",boot amoráage cd dvd langue message autoexec config extension lecteur systäme,DOS,"Licence publique gÇnÇrale GNU, version 2",5c547310e2c473a501a4afd869ac64fc4a5426f671528076674fb8a02092553b
